text,images,videos,gender
"Toofan আসছে - আর মাত্র ৫ দিনের অপেক্ষা 
 #Toofan releasing in #Bangladesh on Eid-Ul-Adha, Internationally on 28th June.
#ShakibKhan",[],['https://www.facebook.com/iamShakibKhanbd/videos/479869084549893/?__cft__[0]=AZX_vcCrXpejz-bgiDBKPHvAWg-O8wwTRFQuuUWmOlEMe8g17HQ48hkxV7YffEuY40heJ8AsaX6ozOFuJ1QnYCbLB08Kw3iouNUNMfGFon0b349zuWrOWxkMvBwseqVx2dDzJK4IIG-vLqTU53EVoxwU0Zdf5CanJIAFrtAiwxRf1PorCPfrdBtdSQyVqfhpkcZjp1aAOkoaqHuH7NTCah4TZ3m5anxh0qKjZbGub0PXtA&__tn__=%2B%3FFH-R'],m
"Let’s begin the countdown! 
6 Days To Go, #Toofan 
#ShakibKhan",['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/448201791_1017099596450082_6170186843850092560_n.jpg?stp=dst-jpg_s640x640&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Xut5M9Fv1wwQ7kNvgEO-xYY&_nc_ht=scontent.fdac157-1.fna&oh=00_AYBAy7fJx2xifHX1CfPg3-ntV1Jv9isIXsY3_QfGgtOJzw&oe=666FCE61'],[],m
"Its LILY time 
#shakibkhan #Herlan #Lily",[],[],m
LILY time begins . .,['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/448050400_1015597076600334_2053604797240311428_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=BN8OetySO7cQ7kNvgGqNONk&_nc_ht=scontent.fdac157-1.fna&oh=00_AYCveirfWWa5-4TDxgGvHUojSDJkX7LUDt3WESXMKn4M8Q&oe=666FC80C'],[],m
"This Eid-ul-Adha, there will be action, romance, music, entertainment & much more with #TOOFAN at your nearest theatres all over Bangladesh. 
#LoveYouAll 
#ShakibKhan",['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/447506934_1015382363288472_6467639716819066552_n.jpg?stp=dst-jpg_p180x540&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=t7ck7E2e9a0Q7kNvgHPvwXJ&_nc_ht=scontent.fdac157-1.fna&oh=00_AYDGj_HKSHH9zyR2M6RBT1F2ouyR-dwNei9Sg-4BWKPDtw&oe=666FA427'],[],m
"#Toofan is here to create history . . 
 Enjoy This High Voltage Toofani Title Track! 
#ShakibKhan ",[],[],m
" এ তুফান অদম্য-অপ্রতিরোধ্য | Exclusive তুফানি Reveal 
, #TOOFAN directed by Raihan Rafi, In Cinemas this #EidUlAdha 
 #ShakibKhan, #MasumaRahmanNabila, #MimiChakraborty",['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/445418889_1012371923589516_5433079168301683540_n.jpg?stp=dst-jpg_s640x640&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=qCY4l81m8QUQ7kNvgEAv76B&_nc_ht=scontent.fdac157-1.fna&oh=00_AYCpCN1D-AuUmfX_0pP95c3QJIJpZGqAJgCLIwJoeIprVg&oe=666FB8C5'],[],m
"#LaageUraDhura-র তুফানে YouTube তোলপাড় 
 Song available on youtube 
#ShakibKhan #ToofanMovieSong",['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/445373957_1010266103800098_4423027943797786708_n.jpg?stp=dst-jpg_s640x640&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=XMovBfZE-G4Q7kNvgEXcHv1&_nc_ht=scontent.fdac157-1.fna&oh=00_AYA56jov0BpLT7YIIsRnpD6dAj99bC7R06KAFZAd3s-TAw&oe=666FB9A6'],[],m
"#LaageUraDhura Song Available On Youtube 
 #ShakibKhan #Mimi #ToofanMovieSong",[],[],m
 #LaageUraDhura Song Is Out Now! ,[],[],m
"প্রবল ঘূর্ণিঝড় রেমালের আঘাতে দেশের উপকূলীয় জেলাগুলোতে প্রাণহানির সঙ্গে সঙ্গে লাখ লাখ মানুষ ক্ষতির মুখে পড়েছে। বিপদজনক অবস্থায় কোমলমতি শিশুরা, হাজার হাজার ঘরবাড়ি বিধ্বস্ত, বিদ্যুৎ বিচ্ছিন্ন অবস্থায় উপকূলবর্তী এলাকায় মানুষ।
সংকটকালীন এই সময়ে নদী-উপকূল অঞ্চলের মানুষের পাশাপাশি পশুপাখিরাও যাতে ভালো থাকে, এ জন্য সবাইকে সহনশীল আচরণের আহবান জানাই। সবার বিপদমুক্তি কামনায় সৃষ্টিকর্তার কাছে প্রার্থনা 
#ShakibKhan",['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/442510775_1009649490528426_2002477786225711531_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=XCIcIA8ogkEQ7kNvgFgdM8x&_nc_ht=scontent.fdac157-1.fna&oh=00_AYABBgOKZsIl7bDSlULMUw9SstzOSCSsHfQ5RqbaESaU-A&oe=666FB485'],[],m
" Dance floor-এ ঝড় তুলতে আসছে 'লাগে উরা ধুরা' 
#LaageUraDhura, the 1st song of 
 #Toofan is releasing tomorrow 
 #StayTuned
Film directed by Raihan Rafi, In Cinemas this #EidUlAdha. 
 … See more",['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/445413720_1009216173905091_5476097843802839925_n.jpg?stp=dst-jpg_s640x640&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=OP6SG68vkvwQ7kNvgHkO6BH&_nc_ht=scontent.fdac157-1.fna&oh=00_AYBA3dMsZf7K31HLKhLDr436MKamCnyZjM-KqWKC7NIhEQ&oe=666FB398'],[],m
"Unveiling The Official Song Tease of 
 #LaageUraDhura, the 1st song of 
 #Toofan | Film Directed by Raihan Rafi, In Cinemas this #EidUlAdha. 
 #ShakibKhan, #MimiChakraborty #PritomHasan, #AntaraRoy, #ChanchalChowdhury, #MasumaRahmanNabila, #MisaSawdagar, #Alphai, #Chorki, #ShahriarShakil, #RedoanRony, #MahendraSoni, #SVF, #EkushSVF, #ShakibKhan_TOOFAN",[],['https://www.facebook.com/iamShakibKhanbd/videos/361414596514132/?__cft__[0]=AZUKxa_XPzMApOAzv7vNkVKWhg7wpTe6Avy-EbIa_iTXwPaZJn6tRP678yiu10sa9r9QIXQClHPkW-V3kAysqk_wD0qNPQHoXbYLvPCpoWqSLK7SOYMWAiYxAWB37vXPe1vsra1XTt_wYUO7ItEXxF6f71kTdElaDASvQLPUGbovhMrqoGLn2vqYQSlt9URVaQQroR09WsEeV4p0D-hzFsKImrpOXr15bpK68XhM9C3ROw&__tn__=%2B%3FFH-R'],m
"US Trade Show 2024 at Remark-Herlan's Grand Pavilion. 
Relive the excitement of the US Trade Show 2024 at Remark-Herlan’s Grand Pavilion, where iconic celebrities graced us with their presence. We extend our heartfelt gratitude to everyone who visited and made our participation a remarkable success. 
#ShakibKhan #RemarkHerlan #RemarkHB #HerlanStore #USTrade2024 #USTS2024 #USTS #SKFilms #ShakibKhan #Amcham #USEmbassy #Skincare #ColorCosmetics #Makeup #Beauty #Homecare #Personalcare #Authentic",[],[],m
"দেখে নিন ’ইউএস ট্রেড শো ২০২৪’ এর তারকাবহুল জমকালো আয়োজনের একঝলক। রিমার্ক-হারল্যানের ডিরেক্টর ও চিত্রনায়ক শাকিব খান এবং বিশ্বসেরা অলরাউন্ডার ও রিমার্ক-হারল্যানের ব্র্যান্ড অ্যাম্বাসেডর সাকিব আল হাসানের উপস্থিতি ‘হারল্যান স্টোর’র সাড়া জাগানো গ্র্যান্ড প্যাভিলিয়নে যোগ করেছিল এক ভিন্ন মাত্রা।
Revisit the excitement of the US Trade Show 2024 with Remark-Herlan. Our Grand Pavilion was graced by the presence of Remark-Herlan’s Hon'ble Director, Megastar Shakib Khan, and our brand a… See more",[],['https://www.facebook.com/iamShakibKhanbd/videos/469884305564066/?__cft__[0]=AZXH5YfH3Lj-22x7ktKbSCb-hnOyzw9z7xXNExIXKrf8WdKtYKDixNkiSVOeSEkBP0SOXNtOPE6fnBbF6aAcQKYCCRmx9Z6JbNVWBdNCKFYGgGR6VFDyaZrkETt2QjqBoqaCnXivuXDD_PB9ipKW34gRGZ7Lp_8DNcjQMkOdHeRHHLWJBhKV7lQ1r9FtqrYyp-qcWwcWtYOxjwSNYhgfVPIuC5xQHL_nE2yEPsQP2xuLHw&__tn__=%2B%3FFH-R'],m
"Maa (মা) | Rajkumar Movie Song | Shakib Khan | Prince Mahmud X Riyad | Arshad Adnan | Versatile Media | Himel Ashraf 
 Happy Mother's Day to all the moms around the world 
#MaaSong - Prince Mahmud X Riyad. 
Singer : Riyad
Lyrics : Prince Mahmud 
Tune & Music : Prince Mahmud.
#Maa
#rajkumar  
#shakibkhan  
#রাজকুমার
#RajkumarInCinemasNow",[],['https://www.facebook.com/iamShakibKhanbd/videos/1579179069538027/?__cft__[0]=AZWw1QTbZspzokOnLHwTU8iJUNmXlp0supsA8JZrQS1o3DOw6tFh9uIrFJ-YkW_d2dKFThJ8v7IGcHDJjUOE0Lflnt8Vpx6mNErA1oVL9Ksoh5Lhwh0ttndRMSksrPnXKFUubAjY-Tp8o2hmoqZm_p9z_faWtqB29Mjw1GKvx_md764rqAWISHjmCMJ87M3TVIHlMdzhQBv1--LLsF32M_Us&__tn__=%2B%3FFH-R'],m
"বড়পর্দায়
#TOOFAN আনতে চলেছে এই জুটি! 
Presenting Official তুফানি Poster | #Toofan Directed by Raihan Rafi, In cinemas this #EidUlAdha, across #Bangladesh. 
#ShakibKhan #MimiChakraborty",['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/441336694_999191081574267_1073860767560264474_n.jpg?stp=dst-jpg_s640x640&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=rjb4ctNm50gQ7kNvgGpnIYz&_nc_ht=scontent.fdac157-1.fna&oh=00_AYCh1HNTfAmo_iBw9Vak-nFieYgyh5jRs8XZfwgwb1UQ9Q&oe=666FBF36'],[],m
"Thank you all for the best wishes & the beautiful emotions you expressed through 
 #TOOFAN’s TEASE!",['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/426073953_998568991636476_6006709352799769125_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=FPSfwcMxrcAQ7kNvgHsLl7T&_nc_ht=scontent.fdac157-1.fna&oh=00_AYCMSpCFTdQn1krw9cwTUIBL66qrz9xuZWx1JgObE3n8gQ&oe=666FD155'],[],m
