text,images,videos,gender
বিস্তারিত কমেন্টে...,['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/448238253_879281297572132_2318132722395041518_n.jpg?stp=dst-jpg_p526x296&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=bjPM9pEaUYYQ7kNvgH6YNgT&_nc_ht=scontent.fdac157-1.fna&oh=00_AYAROxyM6y3chtwPQInIOvwFkJLh4p5a_4XDRu7y5S9RlA&oe=666FADB7'],[],m
বেনজীরের আরও ৮ ফ্ল্যাট এবং ২৫ একর জমি জব্দের আদেশ #BenazirAhmed #Dudok #prothomalo,[],[],m
"এই ইনিংস খেলার পথেই প্রথম রান করতে গিয়ে ১৭ বল লেগেছে এরাসমাসের, যা এখন আন্তর্জাতিক টি–টোয়েন্টি ইতিহাসে বিশ্ব রেকর্ড।",[],[],m
শাকিব বাংলা সিনেমা নিয়ে অনেক ভাবে: চঞ্চল চৌধুরী,[],['https://www.facebook.com/DailyProthomAlo/videos/2912768355566199/?__cft__[0]=AZVIWTxwiUHuIczpHI2g7wuSiNpyMMl-4sSMtI9rLBijCNW1ejOvuCYYDOg-eaKJI5G01p3Io7J5PBxlhRI8uePYUA_Q8bP7JcPNt6TfMRWm7PrGj741ORXAYfnmXGSD-9mH3NkYAs4OntUakdb_-8HyFtBceVKKkDoTGThZdvd2QhO0PX2u99mssx5MrMx9sC91u48-7b-knqjeuQmNQMjO&__tn__=%2B%3FFH-R'],m
"ইন্টারনেট ব্যবহারের অবাধ সুযোগে শিশুরা বুঝতে পারছে না কীভাবে তারা ফাঁদে পা দিচ্ছে। বিশ্বাস করে যাকে–তাকে ছবি পাঠাচ্ছে। আবার নিজেরাই না বুঝে...
#bangladesh #prothomalo #palonews",[],[],m
দেশের পাবলিক বিশ্ববিদ্যালয়গুলোর জন্য বাজেট বরাদ্দ কমেছে...,[],[],m
"টি–টোয়েন্টি বিশ্বকাপ  :
অস্ট্রেলিয়া–দক্ষিণ আফ্রিকা সুপার এইটে, অন্যদের কী করতে হবে
#prothomalo #prothomalosports #palo #cricket #WorldCup",[],[],m
বিস্তারিত কমেন্টে...,['https://scontent.fdac157-1.fna.fbcdn.net/v/t39.30808-6/448227765_879254630908132_8980679605644524432_n.jpg?stp=dst-jpg_p526x296&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=vra0cTApEP0Q7kNvgHUYYRw&_nc_ht=scontent.fdac157-1.fna&oh=00_AYDrAUBtop_1V0_uXRFf22ikQKzRvGOl7rkfbV0W4Ws0PQ&oe=666FCCB5'],[],m
"‘আমাকে যেটা টানবে, সে–ই কাজটাই করব’",[],['https://www.facebook.com/DailyProthomAlo/videos/1854996485014411/?__cft__[0]=AZWwffrRNoP50pfIR5bn3WsWD33_ciqiFTR3vA0IvhewxwTghIShSvaggC_g60qvYHvL7PwCNKKorBiYWE6X1eL6bSW73ma0Kud-_fXRQuXHr0_CdCGeQK5DKHXSkNE0e4SCNSoa0R6-9sS8B9FuhGzFm-b-1pbeb0nC2ghWdYssnKqmayh0T-E6kwEjLVWMWUOyaFcN30cTkVHtFPJXQYfU&__tn__=%2B%3FFH-R'],m
"বিশ্বকাপে পাকিস্তানের জন্য ১০ বছর ধরে দোয়াই করে যাচ্ছি, বললেন শোয়েব আখতার
#prothomalo #prothomalosports #palo #cricket",[],[],m
"Gold smuggling: Only carriers caught, ‘ringleaders’ remain untouched",[],[],m
"ঢাকা কমার্স কলেজ ১৯৯৬ ও ২০০২ সালে শিক্ষা মন্ত্রণালয় কর্তৃক শ্রেষ্ঠ শিক্ষাপ্রতিষ্ঠানের স্বীকৃতি অর্জনসহ জাতীয় বিশ্ববিদ্যালয়ের কলেজ র
‍
্যাঙ্কিং ২০১৫, ২০১৬, ২০১৭ ও ২০১৮-তে জাতীয় পর্যায়ে সেরা বেসরকারি কলেজ নির্বাচিত হয়েছে।",[],[],m
"চলছে ২০২৪ টি–টোয়েন্টি বিশ্বকাপ
ম্যাচ চলাকালে মাঠের সেরা মুহূর্তের ‘নজর কাড়া’ কিছু স্থিরচিত্র..",[],[],m
"'সময় সব জানে' পেয়েছে ৩টি পুরস্কার | মেরিল ক্যাফে লাইভ 
অতিথি: 
সাকিব ফাহাদ 
নির্মাতা 
সঞ্চালক: 
নীল হুরেরজাহান",[],['https://www.facebook.com/DailyProthomAlo/videos/842602104591958/?__cft__[0]=AZWKoqnd5vX4GtFlKT2X_ZgepsQk8GlQnjk9TQ4Qd-7XS3g3hyZ_-Ss_aGBxj6g9dfduaOsSoOEirZ4OPkm-f9pVKtSTuQ1BgICL99rDMvLoho3Sj5dckv5dkI5KAsYNvLL-4EXJyljpmS4_cRJHtzbbRBNNc4c3dZOvkG-goC6_hqPm__pMHNynJLCrv5etw5xPJi6a5FoBBMddOX0v3C7j&__tn__=%2B%3FFH-R'],m
একের পর এক হিট গান আর কনসার্টের জন্য সারা বিশ্বে আলোড়ন তৈরি করেছেন মার্কিন পপতারকা টেলর সুইফট। টেলর সুইফট মানেই...,[],[],m
